status	gender	major	dorm	year
1	2	246	92	2005
1	2	251	98	2009
1	2	235	0	2006
1	2	245	0	2008
1	2	286	100	0
2	1	273	0	0
1	1	282	136	2006
3	2	299	0	0
1	1	294	136	2006
1	0	0	0	0
1	1	275	94	2009
1	2	0	0	0
1	2	279	100	2007
1	2	279	0	2008
1	1	239	87	0
1	1	291	87	0
1	1	294	132	2006
1	1	236	137	2007
1	1	246	94	2008
2	1	246	0	2005
2	2	251	0	2005
1	2	246	0	2005
1	1	243	0	2008
1	2	241	0	0
1	2	270	0	0
1	1	279	140	0
1	1	235	142	2008
1	2	252	100	2007
1	1	296	0	2008
2	1	273	0	2005
1	1	299	96	2009
1	2	295	0	2006
1	2	270	0	2008
1	2	277	98	2008
1	2	235	100	2007
2	0	0	0	0
1	2	244	94	2009
1	1	250	111	0
1	2	279	140	0
1	2	251	0	2009
2	1	275	111	2005
1	2	240	120	2006
1	2	246	0	2007
1	0	243	0	0
1	1	241	0	0
1	1	289	98	2009
1	1	246	0	0
1	1	241	92	2009
1	1	236	140	2008
1	1	283	0	2005
1	1	290	0	2006
1	1	278	0	2007
1	2	236	124	2010
2	2	0	0	2005
1	2	273	0	2005
1	1	242	0	2005
1	1	0	0	2006
1	0	0	0	0
1	1	236	0	2006
1	2	279	0	2009
2	1	290	137	2005
1	1	288	98	0
1	1	291	0	2005
1	1	246	87	2009
1	2	251	140	2010
1	2	253	121	0
1	1	246	0	0
1	2	238	0	2006
1	2	290	98	2009
1	1	263	142	2007
1	2	259	0	2006
1	2	282	96	2009
1	2	244	0	2007
1	1	275	140	0
1	1	291	0	0
1	2	258	0	2006
1	2	255	0	0
1	1	235	101	0
1	1	283	94	2008
1	2	249	0	0
2	2	273	0	2005
1	1	238	0	2007
2	1	275	0	2004
1	2	235	97	2009
1	2	279	98	2008
1	2	242	0	2006
1	2	235	0	2007
2	2	241	0	2005
1	2	298	0	0
1	2	236	91	2008
1	1	0	0	2007
1	0	0	0	0
1	1	288	98	2009
1	2	236	0	0
1	2	279	0	2006
1	2	270	0	2007
1	2	276	0	2007
2	2	252	128	2004
1	2	290	0	0
1	2	279	0	0
1	0	0	0	0
1	1	262	106	2005
2	2	246	0	2004
1	1	275	0	0
1	2	235	98	2009
1	1	255	87	2008
2	1	246	0	2005
1	2	251	96	0
1	2	259	95	2009
1	2	240	0	0
1	1	294	98	2009
1	2	241	149	2006
1	1	291	0	2007
1	2	279	102	2008
1	1	284	96	2008
1	1	299	136	0
1	2	236	94	2004
1	1	288	0	2008
1	2	279	0	2006
1	1	249	138	0
1	1	0	0	0
2	2	246	0	2004
1	2	253	0	2008
1	2	251	92	2008
1	1	283	0	2008
1	2	247	0	2006
2	1	289	0	2005
1	2	251	102	2008
1	2	249	0	0
1	2	249	146	2006
1	2	268	0	2006
1	1	0	0	2007
1	2	0	0	0
1	1	0	0	0
1	2	268	119	0
1	2	236	0	2008
1	2	253	121	2004
1	1	246	92	2009
1	2	246	0	2009
1	1	242	0	0
1	1	288	0	2007
1	1	283	87	2009
1	2	279	100	0
1	1	259	0	0
1	1	246	0	0
1	2	258	94	2008
1	1	246	98	2009
1	2	273	0	2007
1	2	243	89	2008
1	1	251	0	2006
1	1	288	0	2008
1	2	259	87	2007
1	2	252	94	2008
2	2	271	0	2005
1	2	295	0	0
1	2	251	0	0
1	2	243	140	2008
1	2	288	0	2006
1	2	244	142	2009
1	2	246	145	2006
1	1	289	0	2006
1	1	237	0	2007
1	1	246	0	2007
1	0	0	0	0
1	2	260	142	2006
1	1	246	0	0
1	2	246	0	2006
1	2	267	0	2006
1	1	237	0	2007
1	1	246	142	2008
2	2	246	0	2000
1	2	265	0	0
1	2	235	140	2008
1	2	288	100	2008
1	0	279	0	0
1	2	238	0	0
1	1	244	89	0
1	1	239	0	2008
1	1	290	133	2007
1	2	279	0	0
4	0	0	0	0
1	2	251	0	0
1	2	279	94	2009
2	1	278	0	2005
1	1	237	90	2008
1	2	292	88	2007
1	1	272	98	2009
1	1	283	0	0
1	2	239	116	2006
1	2	241	0	2007
1	1	294	142	2008
1	1	246	137	2005
1	1	268	96	2009
1	1	243	153	2007
1	1	275	94	2009
1	1	246	98	2009
1	1	239	0	2006
1	1	273	0	0
1	0	0	0	0
2	1	273	0	2004
1	1	283	135	0
1	2	277	96	2009
1	2	271	0	2004
1	1	256	0	0
1	2	282	0	2007
1	1	298	94	0
2	2	268	0	2005
1	1	268	0	2005
1	2	282	0	2006
2	1	248	137	2005
1	2	251	0	2009
1	1	283	0	2006
1	2	259	0	2007
1	1	275	96	2009
1	1	246	95	2010
2	1	241	0	2005
1	1	283	0	2006
1	1	246	133	2006
1	1	250	91	2009
1	1	241	0	2010
1	2	259	0	2005
1	2	252	0	0
1	2	297	94	2005
1	1	244	0	2008
1	2	284	122	2008
1	0	0	92	0
1	1	277	0	2005
1	2	246	142	2009
1	1	258	0	2007
1	2	253	0	0
1	0	239	0	0
1	1	248	0	2006
1	2	253	102	0
1	1	246	91	2008
1	1	291	0	0
1	0	0	0	0
1	1	246	0	2006
1	1	246	140	2008
1	1	275	0	2005
1	1	284	92	2005
1	1	243	0	2005
1	1	281	100	0
1	1	249	0	2005
1	2	259	0	2008
1	1	281	91	2009
2	2	246	0	2005
1	1	243	0	0
1	1	250	0	2007
1	2	236	0	2005
2	0	0	0	0
3	0	0	0	0
1	2	253	0	2006
1	2	246	0	2005
1	1	261	91	0
1	1	242	0	2005
1	1	289	140	0
1	1	246	147	2008
1	2	258	91	2008
1	2	246	98	2009
1	2	259	0	0
1	2	278	0	2007
1	2	279	0	2006
1	1	246	95	2009
2	2	252	0	2004
1	1	291	96	2008
1	1	250	0	0
1	0	0	0	0
1	1	268	0	2007
1	2	279	0	0
1	1	236	0	2007
1	1	235	0	2007
1	2	250	0	2006
1	2	270	0	2009
1	1	283	0	2007
1	0	0	0	0
1	1	239	0	2007
1	1	236	0	2005
1	1	298	140	0
1	2	279	0	0
1	2	256	142	2008
1	2	294	146	2008
1	2	279	142	2008
1	1	291	0	2006
1	1	289	98	2009
1	2	243	94	2009
2	1	275	0	2005
1	2	241	149	2009
1	2	241	125	2007
1	2	279	0	2008
1	1	288	136	2005
1	0	0	0	0
1	2	279	98	2008
1	1	242	92	2008
1	2	246	142	2006
1	2	273	0	2007
1	2	0	0	0
1	1	245	101	2008
1	1	290	0	2006
1	1	292	0	2009
1	1	236	91	2008
1	2	251	0	2006
1	1	273	0	2007
1	2	253	0	2006
1	1	273	0	2008
1	2	279	90	0
1	2	274	0	2010
2	1	242	0	2005
1	1	284	0	0
1	1	246	0	0
1	1	251	0	2006
1	2	245	116	0
2	2	296	0	2005
1	0	279	140	0
1	1	290	87	2009
1	2	244	143	2005
1	2	292	94	2009
1	1	244	0	2007
1	2	267	0	2006
1	1	246	0	2009
1	2	259	94	0
1	2	270	0	0
1	1	273	100	2008
1	1	246	92	0
1	2	236	98	2009
1	1	257	0	2007
1	2	296	0	2006
1	1	260	0	0
2	2	255	0	2005
2	2	279	0	2005
2	1	246	0	2005
1	1	270	91	2009
1	2	246	0	2005
1	2	259	0	0
1	2	279	98	2009
1	1	283	140	0
1	2	267	0	2008
1	1	256	0	0
1	2	242	0	2005
1	2	252	140	2007
1	2	246	121	2004
1	0	294	0	0
1	2	279	96	2009
1	2	251	100	2008
1	1	242	0	2006
2	2	246	0	2005
1	2	279	142	0
1	0	0	0	0
1	1	250	0	2006
1	2	279	140	2007
1	2	279	0	0
1	1	239	0	2007
1	1	252	0	2007
1	1	239	0	0
1	1	246	98	2009
1	1	260	0	2009
2	1	246	137	2005
1	2	259	140	0
1	1	244	94	2009
1	2	250	140	2008
1	1	299	142	2008
1	2	267	118	2006
1	2	241	146	2008
1	2	271	0	0
1	2	259	140	2007
1	1	257	0	2008
1	1	289	96	2005
1	2	253	0	2006
1	2	253	0	2006
1	2	276	0	0
1	2	271	0	2005
1	1	295	98	2009
1	2	260	90	2008
2	2	0	0	0
1	1	294	0	2007
1	2	241	0	2007
1	1	237	94	2009
1	2	253	92	0
2	1	272	0	2004
1	2	250	0	2006
1	1	268	98	2009
1	1	246	91	2009
1	1	246	0	2005
1	0	267	95	0
1	0	290	94	0
1	2	235	140	2009
2	1	246	0	2005
1	1	246	0	2007
2	2	251	0	2005
1	2	277	0	0
1	1	250	94	0
1	1	259	0	2007
1	1	240	0	2009
1	1	268	0	0
1	1	246	0	2006
1	1	272	0	0
1	2	268	94	2009
1	1	241	0	0
1	2	253	0	2008
1	0	0	0	0
1	2	249	0	2006
1	2	235	142	2007
1	2	246	0	2007
1	2	251	0	2004
1	1	254	0	2008
5	2	0	116	2006
1	2	250	0	2008
5	0	0	0	0
1	2	270	141	2007
1	1	283	0	0
1	1	246	98	2009
1	2	240	128	0
1	2	239	140	2008
1	1	0	0	0
1	2	236	0	2005
1	1	241	0	0
1	1	246	140	2008
1	2	290	0	2006
1	1	239	94	2004
2	1	290	133	2005
1	1	278	140	2008
1	1	275	0	0
1	2	268	100	2009
5	1	246	0	2005
1	1	290	94	2009
1	2	277	0	0
1	1	246	142	2008
1	1	250	95	2008
1	2	267	0	2005
1	2	291	0	2006
1	1	270	142	2007
1	2	235	102	2009
1	2	267	119	2007
1	2	268	0	2006
1	2	259	0	0
1	1	246	0	2007
1	1	253	0	2007
1	1	289	98	2009
1	1	236	0	0
1	1	274	0	2009
1	2	240	0	2005
1	2	252	95	0
1	2	246	0	2006
1	2	0	95	2009
1	2	252	89	2009
2	2	260	114	2004
1	1	239	87	2009
1	2	240	0	2005
1	1	0	98	2009
1	2	236	94	0
1	2	273	0	2006
1	1	289	91	2009
1	0	0	0	0
1	2	267	94	0
1	2	236	0	2006
1	2	236	140	2008
1	0	286	0	0
1	0	0	0	0
1	2	260	0	0
2	2	235	113	0
1	1	283	140	2007
1	1	272	96	2009
1	1	246	0	2008
1	1	240	92	2004
1	1	299	140	2008
1	1	283	133	0
1	1	246	0	2006
1	2	279	140	2008
1	2	264	140	2007
1	1	245	0	0
1	1	268	96	2009
1	2	266	86	2008
1	2	241	0	2005
1	1	260	133	2006
1	2	244	98	2009
1	2	240	0	2006
1	0	0	0	0
1	2	297	142	2008
1	2	250	0	2008
1	2	259	0	2006
1	1	290	104	2010
1	2	243	0	2008
1	1	247	98	0
1	2	259	109	2008
1	2	236	0	2008
1	2	246	140	2010
1	1	250	0	2005
5	2	235	0	0
1	1	246	0	2007
1	2	246	0	2006
2	2	246	0	2005
1	2	246	91	2004
1	2	250	0	2006
1	1	250	0	2008
1	2	251	87	2004
1	2	279	142	0
1	1	252	0	2006
1	2	246	0	2008
1	2	279	98	2008
1	2	279	0	2006
1	2	246	0	2008
2	1	299	0	2005
1	2	281	140	2007
1	2	250	0	0
1	1	262	86	2008
1	1	283	94	2009
4	2	0	0	0
2	1	246	147	2005
1	2	269	0	2006
1	1	289	0	2006
1	2	253	127	0
1	2	268	0	0
1	1	268	107	2007
1	1	246	140	2008
1	2	276	0	2006
1	1	239	0	2007
1	1	270	0	2007
1	2	297	98	2009
2	1	248	0	2005
1	2	241	0	2005
1	1	284	96	2009
1	2	0	0	0
1	1	240	0	2008
1	0	273	0	0
1	1	239	98	2005
1	1	260	0	2005
1	1	273	98	2008
1	1	255	0	2007
1	2	252	101	0
1	2	250	97	2008
1	2	265	0	2006
1	2	279	0	2010
1	2	284	0	2006
1	0	0	0	0
1	2	261	142	2010
1	2	272	0	2006
1	2	268	0	2007
1	2	246	103	2007
1	1	289	0	2005
2	2	259	0	2005
1	1	235	0	2007
1	2	273	0	2008
1	2	253	0	2006
1	1	0	86	2004
1	2	270	0	0
4	2	272	0	0
1	1	256	100	0
1	0	0	0	0
1	1	246	0	0
1	2	273	0	0
1	1	270	136	2008
1	2	274	92	2009
1	1	291	0	0
1	2	246	96	2009
1	1	239	98	2009
1	2	279	0	2008
1	1	246	89	2009
2	1	275	138	2005
1	1	275	98	2008
1	2	251	109	2007
1	2	0	109	0
2	2	279	0	2005
1	2	244	89	2004
1	1	239	137	0
1	2	296	0	2006
2	1	239	134	2003
1	2	261	0	2005
1	2	250	94	2004
2	2	279	0	2005
1	1	248	0	2006
1	2	249	0	2006
1	2	279	142	2008
1	1	255	0	2008
1	1	291	133	2006
1	0	0	0	0
1	1	239	0	2005
1	1	249	132	0
1	1	235	0	2007
1	1	290	0	0
1	1	258	98	0
1	1	272	0	2006
1	1	239	140	0
1	1	269	140	2007
1	1	246	91	0
1	1	246	0	2007
1	2	279	0	2008
1	2	251	91	2010
1	2	246	94	0
1	2	270	122	0
1	2	279	88	2009
1	1	246	0	2006
1	1	275	90	2007
1	2	0	0	0
1	2	241	92	2010
3	2	259	0	0
1	2	276	93	2009
1	2	283	0	2006
1	2	236	0	2005
1	1	250	0	0
1	2	246	95	2009
1	1	283	135	0
1	2	269	145	2007
1	1	262	0	2008
1	2	252	98	2009
1	2	243	0	0
1	0	0	0	0
1	2	251	146	2009
1	0	0	0	0
1	2	262	0	2007
1	1	294	0	2007
1	0	0	0	0
1	0	240	0	2010
1	1	258	146	2007
1	2	264	0	0
1	1	235	107	2007
1	1	246	0	0
2	2	298	0	0
1	1	273	0	2007
1	2	243	125	0
1	1	246	0	2008
1	2	253	0	2007
1	1	291	98	2009
1	1	246	144	2006
2	2	286	0	2005
1	2	250	94	0
5	2	271	123	2004
1	1	283	0	2005
1	2	288	0	2006
1	1	269	0	2007
1	2	265	0	2004
1	2	251	0	2007
1	2	235	0	0
1	2	253	0	0
1	1	0	0	2009
2	1	258	0	2005
1	2	253	0	2008
1	1	239	98	2009
1	2	267	0	2008
1	2	250	0	2005
1	1	237	94	2009
5	2	260	0	2007
1	1	260	102	2009
2	1	236	0	2005
1	1	267	107	2008
2	2	246	0	2005
1	0	0	0	0
1	2	266	87	2009
1	1	274	0	2007
1	1	236	134	0
1	1	291	136	0
1	2	236	0	2006
1	1	262	140	0
1	1	244	93	2008
1	2	264	142	2006
1	2	268	0	0
1	2	259	0	2008
1	1	282	96	2008
2	1	248	0	2005
1	2	240	98	2009
1	2	250	0	2008
2	1	283	0	2005
1	1	239	100	2007
1	2	245	0	2007
1	2	271	0	0
1	2	286	0	0
1	2	250	140	0
1	1	290	0	2006
2	1	246	0	2005
1	2	251	0	2007
1	2	250	94	2008
1	1	244	0	0
1	1	246	0	2006
1	2	250	145	2008
1	1	248	87	2006
1	1	283	98	2008
1	2	236	98	2009
1	1	250	0	0
1	1	267	0	2007
1	2	249	100	2007
1	1	246	91	2008
1	2	250	125	2007
1	1	241	0	0
1	2	244	140	0
1	1	270	0	0
2	1	268	106	2005
1	2	235	0	0
1	1	272	0	2009
1	2	238	116	2006
2	2	259	0	2005
1	1	248	98	2009
1	2	295	0	2005
1	2	246	0	2009
1	2	252	0	2006
1	0	239	140	0
1	2	253	145	2007
1	2	250	0	2004
2	1	0	0	2005
1	0	0	0	0
1	1	244	146	2004
1	1	250	142	2008
1	2	290	0	2006
2	1	246	0	2005
1	1	268	0	0
1	2	253	94	2009
1	0	241	0	2009
1	1	260	0	2007
1	1	283	0	2007
1	1	275	0	2006
1	1	239	142	2008
1	2	246	0	2006
1	2	298	128	0
1	2	237	0	2005
1	1	269	134	2006
1	2	259	0	2009
1	1	236	137	2005
1	0	236	0	0
1	1	298	100	2005
1	2	259	0	2006
1	1	275	140	2008
1	2	268	0	2006
1	2	246	0	2006
1	2	259	140	2008
1	2	252	0	2008
1	2	0	88	2009
1	0	0	0	0
1	2	259	91	2008
1	2	272	0	2006
1	1	239	0	2007
1	2	0	0	2005
1	2	279	88	2009
1	1	275	0	0
1	1	239	0	2007
4	0	0	0	0
1	1	246	95	2009
1	2	259	94	2009
1	1	237	87	2009
1	1	296	96	2009
2	0	0	0	0
1	2	246	151	2008
2	1	236	0	2005
1	2	250	95	2008
1	0	0	0	0
5	2	237	0	0
1	1	246	0	2006
1	1	240	0	0
1	1	299	96	0
1	1	239	98	2009
5	1	237	0	2005
1	1	242	0	2006
1	2	247	142	2009
1	2	246	0	2005
1	2	269	98	2008
1	2	258	98	2009
1	1	268	0	0
1	1	239	94	0
1	2	269	0	2006
1	2	259	102	2009
1	1	286	134	2007
2	2	291	0	2005
1	1	283	87	2009
1	2	246	0	2006
1	2	288	0	2007
1	1	249	0	2006
1	2	274	90	2010
1	2	269	102	0
1	2	259	0	2006
1	2	241	94	2010
1	2	246	0	2007
1	0	0	0	0
1	0	0	0	0
1	1	246	145	2008
1	2	262	0	2005
1	2	278	0	0
1	1	239	140	2008
1	2	240	0	0
1	2	244	0	0
1	1	249	140	0
2	2	271	0	0
1	1	239	132	2007
1	1	246	0	2009
1	1	250	0	2006
1	2	242	0	2008
1	1	275	0	0
1	1	0	0	0
1	2	252	142	2006
1	1	268	94	0
1	1	0	0	2006
1	2	288	0	2007
2	2	251	0	2004
1	1	236	0	2007
1	2	242	142	2007
1	1	259	0	2005
1	2	270	0	2006
2	1	246	0	2004
1	2	284	0	2008
1	1	281	98	2009
1	1	246	98	2009
1	0	0	0	0
1	2	253	0	2006
1	2	279	140	2008
1	2	246	94	0
1	1	236	87	2009
1	2	269	140	2007
1	2	279	94	2009
1	1	241	0	0
1	2	260	0	0
1	2	277	0	0
1	2	0	0	0
1	2	246	121	0
1	1	283	98	2009
1	2	250	0	2005
1	2	278	94	2009
1	1	272	0	2005
1	2	277	0	2007
1	2	270	122	2006
1	1	248	104	2006
1	1	286	0	2007
1	1	274	0	0
1	1	265	0	2007
1	2	279	102	0
1	2	243	142	2007
1	1	279	91	0
2	2	235	0	2005
1	1	274	0	0
1	1	248	96	2009
1	1	246	91	2008
1	1	241	149	2006
1	1	297	102	2009
1	2	291	0	2006
1	1	283	0	2008
1	2	278	142	0
1	2	251	89	2004
2	1	273	0	2005
1	1	297	94	2009
1	1	268	0	0
1	2	259	125	2007
1	1	246	0	2008
1	2	279	0	2004
1	1	268	142	0
1	1	244	102	0
1	1	0	100	2009
1	2	0	142	2007
1	2	0	0	0
1	2	246	0	0
1	2	265	0	2006
1	1	283	134	2007
1	2	250	0	0
1	2	246	0	2006
1	1	249	133	2005
1	0	0	0	0
1	1	250	0	0
1	2	270	0	2006
1	2	252	0	2006
1	2	286	0	0
1	1	281	140	2008
1	1	272	0	2005
1	1	246	0	2005
1	2	259	140	2008
1	1	275	0	2007
1	2	251	0	2005
2	2	277	0	2005
1	2	246	96	2009
2	2	246	0	2004
1	1	236	0	2005
1	1	263	87	2008
1	1	280	0	0
1	2	246	0	2006
2	2	251	0	2005
2	2	259	0	2004
1	2	279	0	2006
1	2	279	110	2008
1	1	244	0	2008
1	2	253	0	0
1	2	270	0	2006
2	1	268	0	2005
1	1	239	94	2005
1	2	262	0	2006
1	2	241	0	0
1	2	240	92	2009
1	2	245	0	2005
1	1	236	0	2007
1	2	244	0	2005
5	2	252	0	2005
1	1	272	94	2009
1	1	283	132	2007
1	2	235	94	2009
1	1	244	0	2007
1	2	246	123	2008
1	0	0	0	0
1	1	260	96	2006
1	2	236	145	2008
1	1	235	0	0
1	1	248	96	2009
1	1	279	0	2006
1	2	263	98	2009
1	1	246	0	2006
1	0	0	0	0
1	2	277	0	2007
1	1	275	98	2009
1	2	261	129	0
1	2	269	0	0
1	2	252	94	2009
1	1	236	144	2008
2	2	252	0	2004
1	1	283	134	0
1	2	251	142	2005
1	2	277	89	0
1	2	259	140	0
2	0	294	0	2004
1	1	283	153	2008
1	1	260	0	2006
1	2	279	90	0
1	2	240	0	2008
1	2	252	98	2009
1	2	0	0	0
1	2	0	0	2006
1	1	268	0	2006
1	2	246	124	2006
1	1	250	97	2009
1	2	235	98	0
1	2	262	0	0
1	2	0	0	0
1	2	241	119	0
1	2	235	0	2007
1	1	246	138	2007
1	2	235	0	0
2	1	289	0	2005
1	1	246	142	2008
2	2	0	127	2004
1	1	294	0	0
1	1	246	143	0
1	1	273	0	2007
1	1	250	140	2008
1	2	247	0	0
1	0	0	0	0
1	0	246	0	0
1	1	235	0	0
1	2	279	0	2007
1	1	283	0	2008
1	2	252	140	2009
1	1	244	0	2007
1	2	235	91	2009
1	1	248	96	2009
1	1	249	92	2009
4	0	239	0	1900
1	2	289	129	0
2	1	269	0	0
1	1	249	140	0
1	2	277	95	2008
1	2	271	0	0
1	0	0	0	0
1	1	290	0	0
1	1	294	101	2007
1	1	291	137	0
1	2	246	96	2009
1	0	0	0	0
1	2	259	89	0
1	2	244	0	2006
1	1	248	96	2008
1	2	255	0	2006
1	1	273	138	2006
1	2	241	0	0
1	1	246	0	2007
1	0	0	0	0
1	1	250	0	2005
1	2	236	0	2006
1	1	236	0	2007
1	2	271	124	2008
1	1	278	98	2005
1	1	0	0	2007
1	1	0	0	0
1	2	267	102	2009
1	1	273	153	2008
1	2	251	0	2005
1	1	0	137	2006
1	1	275	0	2008
1	1	241	0	0
1	1	246	152	2006
1	2	246	94	2009
1	1	237	0	2010
1	2	244	94	2008
1	1	278	142	2008
1	1	290	0	2007
1	1	246	140	2008
1	1	274	94	2010
1	1	235	140	2009
1	2	240	0	2007
1	1	296	0	0
1	2	250	146	2007
1	2	251	140	2008
1	2	253	92	0
1	2	240	98	2008
1	2	246	94	0
1	2	257	0	2005
1	2	286	0	2007
1	1	291	0	2009
1	1	246	94	2009
1	1	249	98	2009
1	1	246	132	0
1	1	275	0	0
1	2	278	89	2009
1	2	286	0	0
1	1	246	98	2008
1	2	279	0	2007
2	2	236	0	2005
1	1	294	0	2005
1	0	0	0	0
1	2	267	0	2008
1	2	246	91	2008
1	1	283	0	0
1	1	297	0	0
1	1	272	0	0
1	1	236	0	2006
2	1	0	0	2005
1	1	283	0	2007
2	2	288	142	2004
1	1	246	0	2007
1	0	0	0	0
1	1	285	0	2009
1	2	259	140	2007
1	2	251	92	2009
1	1	275	94	0
1	1	290	0	2007
1	2	240	102	2005
1	0	0	0	0
1	1	246	140	2008
2	2	288	0	2005
1	2	251	0	2007
1	1	275	0	2007
2	2	246	0	2004
1	2	259	87	0
1	1	248	94	2008
1	1	289	0	2006
1	2	252	0	2005
1	2	239	98	2006
1	1	275	0	2006
1	1	264	98	2008
1	2	274	140	2009
1	1	283	98	2009
1	2	267	0	0
1	1	246	136	0
1	2	241	141	2009
1	2	290	0	2006
1	2	236	141	2006
1	2	246	123	2006
1	1	268	100	2008
1	2	272	0	2006
1	1	236	0	2005
1	2	269	123	2006
1	1	273	100	2008
1	1	242	0	2007
1	1	260	95	2009
1	1	242	0	0
1	2	246	0	2007
1	2	249	0	0
1	2	235	0	0
1	1	246	89	2009
1	1	283	98	0
1	1	239	0	2006
1	2	255	0	2007
1	1	272	89	2008
1	1	268	148	2008
1	2	259	0	2005
1	2	246	0	0
2	1	288	0	2004
2	1	272	0	2005
1	1	294	142	2007
1	1	251	140	0
1	1	246	90	2007
1	2	237	0	2005
1	0	0	0	0
1	2	286	0	2007
1	1	291	0	2005
1	2	278	102	2009
1	1	238	0	2006
1	1	268	0	2008
1	1	275	0	2008
1	1	288	93	2008
1	2	252	94	2008
1	1	253	94	2009
1	2	251	0	0
1	2	271	95	2009
1	1	239	0	0
1	1	246	95	2009
1	1	246	0	2007
2	2	260	120	2005
1	2	243	0	2006
1	1	260	0	2005
2	0	0	0	0
2	2	246	0	0
1	1	246	137	2007
1	0	241	142	2008
1	1	239	0	2006
1	0	269	0	0
1	2	236	127	2008
1	2	289	0	2005
1	1	279	100	2009
1	2	250	0	2007
1	1	283	0	2006
1	1	236	0	2007
1	1	0	140	2008
1	1	291	0	2007
1	1	239	87	0
1	1	236	94	0
1	2	246	95	2009
1	1	239	0	2005
1	2	0	94	2008
1	1	283	0	2006
1	1	265	0	2007
1	2	242	0	2007
1	2	279	127	2008
1	2	237	0	0
1	2	282	0	2005
1	1	283	94	0
1	1	239	138	2005
1	2	235	0	0
1	1	244	0	2006
1	0	0	0	0
1	1	289	140	2008
1	0	0	0	0
1	2	250	0	2007
1	2	279	141	2007
1	1	246	137	2007
1	1	246	0	0
1	1	290	0	0
1	1	268	148	0
1	2	279	94	2005
1	0	0	0	0
1	2	246	131	2007
1	2	279	119	2007
1	1	236	136	2008
1	2	235	0	2006
1	2	246	121	2007
1	0	260	136	0
1	1	260	0	2006
1	1	282	92	0
1	2	240	0	2007
1	0	0	0	0
1	1	239	0	2007
1	2	270	131	2007
1	2	251	102	2004
1	1	260	0	0
1	2	292	93	0
1	1	295	89	2009
1	1	239	94	2009
1	0	236	0	2006
1	1	260	135	2006
1	2	244	94	2009
1	2	253	122	2007
1	2	236	0	2007
1	2	259	0	0
1	1	252	0	2005
1	1	261	0	2006
1	2	264	95	2009
1	1	246	0	0
1	2	246	0	2005
1	1	272	0	2005
1	2	237	87	2009
1	2	252	146	2005
2	1	268	0	2005
1	1	283	0	2006
1	1	246	0	0
2	1	246	0	2005
2	2	279	0	2005
1	1	246	140	2008
1	2	250	0	0
1	1	269	0	2007
1	1	241	102	2009
1	2	241	0	2008
1	2	273	93	2009
1	2	0	0	0
2	1	0	0	2005
5	1	261	0	2005
1	2	270	0	2005
1	0	249	0	2006
2	1	278	0	2005
1	1	290	0	0
1	1	253	133	2007
2	1	299	0	2005
1	1	253	137	2008
1	1	289	0	2007
1	1	299	102	2009
1	1	260	100	2009
1	2	246	98	2009
1	1	294	138	2006
1	2	277	102	2009
1	1	283	94	2008
1	1	241	0	2008
1	2	280	0	2008
1	2	235	142	0
1	1	243	0	2007
1	1	250	0	2005
1	2	0	0	2008
1	2	263	0	0
1	2	291	0	2005
2	1	280	0	2005
1	2	279	98	2008
1	2	246	120	2006
1	2	241	0	2008
1	1	244	0	0
2	2	246	0	2005
1	2	236	0	2007
1	2	268	0	2005
1	1	273	142	2009
1	0	0	0	0
1	1	275	94	2009
1	0	0	0	0
1	2	235	142	2008
1	2	274	0	2006
1	1	241	0	2010
1	1	273	0	2006
1	2	271	95	0
1	2	271	0	2006
1	2	241	0	0
1	2	250	0	2006
2	2	260	0	2004
1	1	0	0	0
1	2	276	0	2008
1	2	269	0	2007
1	2	241	0	2007
1	1	236	0	2005
1	0	241	0	0
1	1	240	0	0
1	2	251	114	2010
1	2	236	0	2006
1	1	269	102	2009
1	1	293	0	2008
1	2	280	98	2008
1	1	241	92	0
1	2	241	92	2008
1	2	259	0	0
1	2	261	95	2009
1	2	249	0	2006
1	1	259	0	0
1	2	279	98	2009
1	1	246	0	2004
1	2	251	0	0
1	0	242	0	0
1	1	260	96	2009
1	1	242	94	2008
1	2	252	0	2005
1	1	290	0	2006
1	2	0	97	2007
1	2	246	0	2006
1	1	249	0	2005
1	1	250	0	0
1	1	268	96	2009
1	1	268	0	2007
1	1	259	0	2006
1	2	0	0	0
1	1	272	0	2005
2	2	251	0	2005
1	2	240	0	2006
1	2	246	0	2007
2	2	279	0	2004
1	0	0	0	0
1	2	246	0	0
1	2	252	140	0
1	1	246	91	2009
1	1	246	90	2009
1	1	241	140	0
1	2	260	140	0
1	1	237	0	2007
1	1	246	92	2009
1	2	253	0	0
2	2	235	0	2005
1	1	235	91	0
1	2	247	0	0
1	2	292	0	2006
1	1	290	140	0
1	1	275	0	2005
1	1	268	0	0
1	1	246	140	2008
1	2	235	0	2006
1	1	278	142	2005
1	1	299	91	2009
1	2	279	0	2006
1	2	252	95	2008
1	1	246	132	2006
1	2	279	0	2006
1	1	269	132	2006
1	1	244	0	2008
1	2	0	142	2009
1	1	236	95	0
1	2	279	0	2007
1	2	258	96	2009
1	2	246	131	2010
1	2	288	0	0
1	2	279	95	2008
1	2	241	92	0
1	1	273	0	2008
1	1	272	0	2007
1	2	0	140	2010
1	2	250	0	0
2	1	0	0	2005
1	1	0	0	0
1	2	241	0	2008
1	2	251	92	2008
1	1	246	140	2008
1	1	239	140	2008
1	2	244	0	2009
1	2	252	124	2007
1	2	279	129	2007
1	2	241	120	2008
1	1	243	92	0
